2.0 , 30.333334 , -1.5707964
2.0 , 29.674074 , -1.5707964
2.0 , 29.021399 , -1.5707964
2.0 , 28.374577 , -1.5707964
2.0 , 27.732958 , -1.5707964
2.0 , 27.095963 , -1.5707964
2.0 , 26.463078 , -1.5707964
2.0 , 25.833847 , -1.5707964
2.0 , 25.207863 , -1.5707964
2.0 , 24.584768 , -1.5707964
2.0 , 23.964237 , -1.5707964
2.0 , 23.34599 , -1.5707964
2.0 , 22.729769 , -1.5707964
2.0 , 22.115349 , -1.5707964
2.0 , 21.502533 , -1.5707964
2.0 , 20.89114 , -1.5707964
2.0 , 20.281013 , -1.5707964
2.0 , 19.672012 , -1.5707964
2.0 , 19.06401 , -1.5707964
2.0 , 18.456898 , -1.5707964
2.0 , 17.850576 , -1.5707964
2.0 , 17.244957 , -1.5707964
2.0 , 16.639961 , -1.5707964
2.0 , 16.03552 , -1.5707964
2.0 , 15.431575 , -1.5707964
2.0 , 14.828066 , -1.5707964
2.0 , 14.224948 , -1.5707964
2.0 , 13.622176 , -1.5707964
2.0 , 13.0197115 , -1.5707964
2.0465555 , 12.419324 , -1.5521741
2.0556657 , 11.817446 , -1.5530137
2.0332859 , 11.216132 , -1.5662413
1.982798 , 10.616716 , -1.5875282
1.9061102 , 10.020259 , -1.6142074
1.8042681 , 9.4277315 , -1.6446202
1.6778259 , 8.840101 , -1.6777226
1.5270727 , 8.258356 , -1.7128453
1.352172 , 7.6835217 , -1.7495488
1.1532462 , 7.1166534 , -1.7875352
0.9304276 , 6.5588346 , -1.8265947
0.6838882 , 6.0111685 , -1.8665739
0.4138574 , 5.47477 , -1.9073553
0.120631 , 4.95076 , -1.9488456
-0.19542368 , 4.440255 , -1.9909678
-0.5338663 , 3.9443662 , -2.033657
-0.8941834 , 3.4641883 , -2.076857
-1.2757897 , 3.000797 , -2.1205187
-1.6780303 , 2.5552433 , -2.164598
-2.100182 , 2.1285486 , -2.2090561
-2.541458 , 1.7217009 , -2.2538579
-3.0010083 , 1.3356504 , -2.2989714
-3.4779253 , 0.9713059 , -2.344368
-3.9712458 , 0.62953115 , -2.390022
-4.4799542 , 0.31114227 , -2.4359095
-5.002986 , 0.01690444 , -2.4820096
-5.5392323 , -0.25247055 , -2.5283024
-6.087542 , -0.49632686 , -2.5747705
-6.6467257 , -0.7140665 , -2.6213977
-7.2155604 , -0.90515155 , -2.6681697
-7.792792 , -1.0691056 , -2.7150733
-8.377138 , -1.2055155 , -2.7620964
-8.967295 , -1.3140323 , -2.809228
-9.566768 , -1.3402289 , -2.877561
-10.165495 , -1.3798945 , -2.9247456
-10.763842 , -1.4248786 , -2.9586675
-11.362102 , -1.4709544 , -2.9840755
-11.960445 , -1.5158767 , -3.0038733
-12.558955 , -1.5584879 , -3.0198567
-13.157659 , -1.5982475 , -3.033152
-13.756554 , -1.6349674 , -3.0444772
-14.355625 , -1.6686579 , -3.0542996
-14.95485 , -1.6994365 , -3.0629318
-15.554209 , -1.7274761 , -3.0705895
-16.153679 , -1.7529727 , -3.077428
-16.753242 , -1.7761284 , -3.0835626
-17.352884 , -1.7971405 , -3.089083
-17.95259 , -1.816197 , -3.0940611
-18.55235 , -1.8334734 , -3.0985572
-19.152153 , -1.8491322 , -3.1026213
-19.751991 , -1.8633223 , -3.106298
-20.351858 , -1.87618 , -3.109625
-20.95175 , -1.8878298 , -3.112637
-21.55166 , -1.8983842 , -3.1153643
-22.151588 , -1.9079462 , -3.1178343
-22.75153 , -1.9166087 , -3.1200712
-23.35148 , -1.9244562 , -3.1220973
-23.95144 , -1.9315655 , -3.1239324
-24.551409 , -1.9380058 , -3.1255946
-25.151382 , -1.94384 , -3.1271005
-25.751362 , -1.9491252 , -3.1284645
-26.351345 , -1.9539131 , -3.1297002
-26.95133 , -1.9582504 , -3.1308193
-27.55132 , -1.9621794 , -3.1318333
-28.15131 , -1.9657388 , -3.1327517
-28.7513 , -1.9689631 , -3.1335838
-29.351295 , -1.9718841 , -3.1343377
-29.95129 , -1.9745301 , -3.1350205
-30.551287 , -1.9769272 , -3.135639
-31.151283 , -1.9790986 , -3.1361992
-31.75128 , -1.9810656 , -3.1367068
-32.35128 , -1.9828476 , -3.1371667
-32.951275 , -1.9844618 , -3.1375833
-33.551273 , -1.9859241 , -3.1379604
-34.151276 , -1.9872489 , -3.1383023
-34.751274 , -1.9884489 , -3.138612
-35.351273 , -1.989536 , -3.1388927
-35.95127 , -1.9905208 , -3.1391466
-36.551273 , -1.9914129 , -3.1393769
-37.15127 , -1.992221 , -3.1395855
-37.75127 , -1.9929532 , -3.1397743
-38.351273 , -1.9936163 , -3.1399455
-38.95127 , -1.9942172 , -3.1401005
-39.55127 , -1.9947613 , -3.140241
-40.15127 , -1.9952544 , -3.140368
-40.75127 , -1.995701 , -3.1404834
-41.35127 , -1.9961056 , -3.1405878
-41.95127 , -1.9964721 , -3.1406822
-42.55127 , -1.9968041 , -3.140768
-43.15127 , -1.9971049 , -3.1408455
-43.75127 , -1.9973774 , -3.1409159
-44.35127 , -1.9976242 , -3.1409795
-44.95127 , -1.9978478 , -3.1410372
-45.55127 , -1.9980503 , -3.1410897
-46.15127 , -1.9982338 , -3.141137
-46.75127 , -1.9984 , -3.1411798
-47.35127 , -1.9985507 , -3.1412187
-47.95127 , -1.998687 , -3.141254
-48.55127 , -1.9988105 , -3.1412857
-49.15127 , -1.9989225 , -3.1413145
-49.75127 , -1.9990239 , -3.1413407
-50.35127 , -1.9991158 , -3.1413646
-50.95127 , -1.999199 , -3.141386
