-65.0 , 6.0 , 0.0
-64.85185 , 6.0 , 0.0
-64.572014 , 6.0 , 0.0
-64.175125 , 6.0 , 0.0
-63.674187 , 6.0 , 0.0
-63.080757 , 6.0 , 0.0
-62.405117 , 6.0 , 0.0
-61.656403 , 6.0 , 0.0
-60.842728 , 6.0 , 0.0
-59.971313 , 6.0 , 0.0
-59.048573 , 6.0 , 0.0
-58.080215 , 6.0 , 0.0
-57.0713 , 6.0 , 0.0
-56.02634 , 6.0 , 0.0
-54.94934 , 6.0 , 0.0
-53.84386 , 6.0 , 0.0
-52.71306 , 6.0 , 0.0
-51.559757 , 6.0 , 0.0
-50.38645 , 6.0 , 0.0
-49.195362 , 6.0 , 0.0
-47.988472 , 6.0 , 0.0
-46.76753 , 6.0 , 0.0
-45.5341 , 6.0 , 0.0
-44.28957 , 6.0 , 0.0
-43.035187 , 5.994247 , -0.0023012673
-41.772354 , 6.023242 , 0.010459173
-40.503437 , 6.095379 , 0.034003753
-39.231266 , 6.2161894 , 0.06499986
-37.95886 , 6.388737 , 0.10081404
-36.68916 , 6.614002 , 0.1393478
-35.424805 , 6.8912573 , 0.17892861
-34.16797 , 7.2184334 , 0.21823534
-32.920258 , 7.592463 , 0.2562433
-31.682674 , 8.009586 , 0.29217932
-30.455647 , 8.465602 , 0.32548195
-29.23907 , 8.956078 , 0.35576394
-28.032383 , 9.476497 , 0.38277742
-26.834648 , 10.022365 , 0.40638205
-25.644625 , 10.589273 , 0.4265163
-24.460848 , 11.172935 , 0.44317284
-23.432829 , 12.003069 , 0.56681985
-22.443401 , 12.880851 , 0.6505129
-21.475048 , 13.783567 , 0.7032845
-20.51259 , 14.694098 , 0.7320987
-19.543768 , 15.599226 , 0.7423457
-18.559183 , 16.488422 , 0.73820066
-17.551977 , 17.353046 , 0.72289604
-16.517443 , 18.185827 , 0.69893235
-15.452645 , 18.980528 , 0.6682424
-14.356096 , 19.731724 , 0.63231987
-13.227466 , 20.434673 , 0.5923192
-12.067357 , 21.0852 , 0.54913306
-10.877124 , 21.679632 , 0.5034527
-9.658718 , 22.214756 , 0.45581388
-8.414571 , 22.687761 , 0.4066327
-7.1474957 , 23.09622 , 0.35623312
-5.8606133 , 23.438065 , 0.30486783
-4.5572853 , 23.71156 , 0.2527346
-3.2410653 , 23.91529 , 0.19998859
-1.9156535 , 24.048151 , 0.1467519
-0.5848626 , 24.109327 , 0.093120955
0.74741435 , 24.098291 , 0.03917219
2.0772302 , 24.014791 , -0.0150336595
3.400608 , 23.858843 , -0.06944813
4.7135615 , 23.630724 , -0.124032415
6.0121145 , 23.330963 , -0.17875534
7.292318 , 22.96034 , -0.23359178
8.550267 , 22.51987 , -0.2885214
9.782116 , 22.010809 , -0.3435277
10.984093 , 21.434633 , -0.39859727
12.152511 , 20.793037 , -0.4537191
13.283783 , 20.087934 , -0.5088843
14.374436 , 19.32144 , -0.56408536
15.421118 , 18.495861 , -0.61931634
16.420609 , 17.613697 , -0.6745722
17.369839 , 16.67763 , -0.7298488
18.265886 , 15.690504 , -0.78514266
19.105995 , 14.65533 , -0.840451
19.88758 , 13.575267 , -0.8957714
20.60824 , 12.453614 , -0.95110196
21.265757 , 11.293803 , -1.006441
22.380562 , 10.562548 , -0.7861178
23.554277 , 9.930139 , -0.6326455
24.765371 , 9.37262 , -0.5260551
26.00033 , 8.870151 , -0.45182618
27.251295 , 8.408954 , -0.3993196
28.513952 , 7.980777 , -0.3607517
29.78613 , 7.581762 , -0.33046398
31.066927 , 7.211322 , -0.30438426
32.356113 , 6.8712068 , -0.27962583
33.653717 , 6.564756 , -0.25419158
34.959717 , 6.296302 , -0.22675864
36.273792 , 6.070679 , -0.19652466
37.595184 , 5.892801 , -0.16309936
38.922577 , 5.7672763 , -0.12642775
40.254093 , 5.698071 , -0.086731866
41.587223 , 5.675753 , -0.049433332
42.92054 , 5.6735816 , -0.023947509
44.25382 , 5.6842866 , -0.0068966253
45.587013 , 5.702767 , 0.0041731596
46.920143 , 5.7254963 , 0.011039491
48.25324 , 5.750079 , 0.014985482
49.586334 , 5.774927 , 0.016933113
50.91944 , 5.7990236 , 0.017541163
52.252575 , 5.82175 , 0.017277077
53.585735 , 5.842767 , 0.016469637
54.918926 , 5.8619204 , 0.015347488
56.252144 , 5.8791823 , 0.014067307
57.585384 , 5.894606 , 0.0127343135
58.918644 , 5.908292 , 0.011417198
60.25192 , 5.920369 , 0.01015894
61.58521 , 5.9309783 , 0.008984617
62.918507 , 5.9402637 , 0.0079070255
64.251816 , 5.9483657 , 0.006930698
65.58513 , 5.9554167 , 0.00605476
66.91844 , 5.96154 , 0.005274937
68.25176 , 5.9668484 , 0.0045849583
69.58509 , 5.971443 , 0.0039775195
70.91841 , 5.9754148 , 0.00344493
72.25174 , 5.9788446 , 0.0029795403
73.58507 , 5.9818034 , 0.002574009
74.9184 , 5.984354 , 0.0022214632
76.25173 , 5.9865513 , 0.0019155813
77.58506 , 5.9884434 , 0.0016506255
78.918396 , 5.990071 , 0.0014214404
80.251724 , 5.9914713 , 0.0012234318
81.58506 , 5.9926753 , 0.0010525306
82.91839 , 5.99371 , 0.0009051524
84.251724 , 5.9945993 , 0.0007781522
85.58506 , 5.9953637 , 0.0006687807
86.91839 , 5.99602 , 0.00057464116
88.251724 , 5.996584 , 0.0004936493
89.58505 , 5.997068 , 0.00042399613
90.91839 , 5.9974833 , 0.0003641144
92.251724 , 5.9978404 , 0.00031264813
93.58505 , 5.9981465 , 0.00026842565
94.91839 , 5.9984093 , 0.0002304354
96.251724 , 5.9986353 , 0.0001978051
97.58505 , 5.998829 , 0.00016978293
98.91839 , 5.998995 , 0.00014572134
100.251724 , 5.999138 , 0.00012506297
101.58505 , 5.99926 , 0.00010732824
102.91839 , 5.9993653 , 9.210471e-05
104.251724 , 5.9994555 , 7.903775e-05
105.58505 , 5.9995327 , 6.782259e-05
106.91839 , 5.999599 , 5.819733e-05
108.251724 , 5.9996557 , 4.9936956e-05
109.58505 , 5.999705 , 4.2848224e-05
110.91839 , 5.999747 , 3.6765156e-05
112.251724 , 5.9997826 , 3.154524e-05
